,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-01-04 05:00:00,1672808400000,4.87,5.27,4.87,5.27,2,2,5.07
1,2023-01-05 05:00:00,1672894800000,4.68,4.75,4.3,4.75,8,8,4.5163
2,2023-01-06 05:00:00,1672981200000,5.01,5.35,4.55,5.35,3,5,4.986
3,2023-01-12 05:00:00,1673499600000,6.13,6.13,6.1,6.11,5,5,6.116
4,2023-01-19 05:00:00,1674104400000,3.65,3.65,3.56,3.56,2,2,3.605
5,2023-01-20 05:00:00,1674190800000,3.7,3.7,3.69,3.69,2,4,3.6975
6,2023-01-23 05:00:00,1674450000000,4.99,4.99,4.99,4.99,1,1,4.99
7,2023-01-24 05:00:00,1674536400000,4.88,4.88,4.87,4.87,2,5,4.874
8,2023-01-25 05:00:00,1674622800000,3.8,4.2,3.8,4.2,3,3,4.0
9,2023-01-26 05:00:00,1674709200000,4.75,4.75,4.25,4.71,4,5,4.624
10,2023-01-31 05:00:00,1675141200000,4.5,5.2,4.47,5.2,7,7,4.7029
11,2023-02-01 05:00:00,1675227600000,5.34,5.94,5.34,5.94,3,3,5.56
12,2023-02-02 05:00:00,1675314000000,8.51,8.51,8.51,8.51,1,1,8.51
13,2023-02-03 05:00:00,1675400400000,6.62,7.0,6.62,7.0,2,2,6.81
14,2023-02-07 05:00:00,1675746000000,7.25,7.25,7.25,7.25,1,1,7.25
15,2023-02-08 05:00:00,1675832400000,6.78,6.8,6.78,6.8,2,2,6.79
16,2023-02-09 05:00:00,1675918800000,6.02,6.03,6.02,6.03,2,3,6.0267
17,2023-02-13 05:00:00,1676264400000,6.11,7.4,6.11,7.4,5,11,6.6964
18,2023-02-16 05:00:00,1676523600000,6.0,6.0,5.8,5.8,2,5,5.88
19,2023-02-17 05:00:00,1676610000000,5.44,5.5,5.44,5.5,2,3,5.46
20,2023-02-21 05:00:00,1676955600000,5.05,5.05,4.4,4.46,10,11,4.6345
21,2023-02-22 05:00:00,1677042000000,3.9,3.9,3.9,3.9,1,1,3.9
22,2023-02-24 05:00:00,1677214800000,3.55,3.7,3.3,3.69,8,8,3.5875
23,2023-02-28 05:00:00,1677560400000,3.63,3.63,3.33,3.33,2,2,3.48
24,2023-03-02 05:00:00,1677733200000,2.83,2.83,2.83,2.83,1,5,2.83
25,2023-03-03 05:00:00,1677819600000,3.6,3.85,3.6,3.85,2,4,3.6625
26,2023-03-06 05:00:00,1678078800000,4.8,4.8,4.5,4.5,2,2,4.65
27,2023-03-07 05:00:00,1678165200000,3.65,3.69,3.65,3.69,2,5,3.682
28,2023-03-08 05:00:00,1678251600000,3.25,3.25,3.25,3.25,1,1,3.25
29,2023-03-09 05:00:00,1678338000000,3.42,3.42,2.7,2.7,3,6,2.9683
30,2023-03-10 05:00:00,1678424400000,2.42,2.46,2.42,2.46,3,3,2.4333
31,2023-03-17 04:00:00,1679025600000,2.61,2.61,2.61,2.61,1,1,2.61
32,2023-03-21 04:00:00,1679371200000,2.76,2.76,2.76,2.76,1,1,2.76
33,2023-03-22 04:00:00,1679457600000,3.0,3.2,2.45,2.45,6,9,2.9267
34,2023-03-23 04:00:00,1679544000000,2.57,2.57,2.57,2.57,1,2,2.57
35,2023-03-27 04:00:00,1679889600000,2.9,2.9,2.55,2.6,5,6,2.6683
36,2023-03-28 04:00:00,1679976000000,2.48,2.48,2.33,2.33,3,3,2.3867
37,2023-03-30 04:00:00,1680148800000,3.64,3.64,3.64,3.64,1,2,3.64
38,2023-03-31 04:00:00,1680235200000,3.71,4.1,3.71,4.02,7,11,3.9455
39,2023-04-03 04:00:00,1680494400000,4.4,4.4,4.16,4.16,14,75,4.2237
40,2023-04-04 04:00:00,1680580800000,3.8,3.8,3.8,3.8,1,2,3.8
41,2023-04-05 04:00:00,1680667200000,3.7,3.75,3.7,3.75,2,9,3.7444
42,2023-04-06 04:00:00,1680753600000,3.8,3.8,3.8,3.8,2,2,3.8
43,2023-04-10 04:00:00,1681099200000,3.48,3.72,3.4,3.72,7,11,3.5536
44,2023-04-11 04:00:00,1681185600000,3.9,3.95,3.86,3.86,21,57,3.8988
45,2023-04-12 04:00:00,1681272000000,3.7,3.9,3.43,3.43,6,10,3.683
46,2023-04-13 04:00:00,1681358400000,3.7,4.22,3.7,4.22,6,11,3.9482
47,2023-04-14 04:00:00,1681444800000,4.52,4.52,3.65,3.9,5,7,3.8986
48,2023-04-17 04:00:00,1681704000000,3.6,3.9,3.6,3.9,2,4,3.75
49,2023-04-18 04:00:00,1681790400000,4.09,4.09,3.85,3.85,2,3,4.01
50,2023-04-19 04:00:00,1681876800000,3.6,3.9,3.6,3.8,7,12,3.7142
51,2023-04-20 04:00:00,1681963200000,3.3,3.3,3.06,3.1,3,5,3.172
52,2023-04-24 04:00:00,1682308800000,3.09,3.09,3.09,3.09,1,25,3.09
53,2023-04-25 04:00:00,1682395200000,2.92,2.92,2.6,2.6,3,46,2.7428
54,2023-04-26 04:00:00,1682481600000,2.25,2.25,2.25,2.25,1,1,2.25
55,2023-04-27 04:00:00,1682568000000,2.39,2.77,2.39,2.77,4,4,2.5275
56,2023-04-28 04:00:00,1682654400000,3.44,3.5,3.42,3.5,3,5,3.46
57,2023-05-01 04:00:00,1682913600000,3.42,3.42,3.3,3.3,2,3,3.34
58,2023-05-04 04:00:00,1683172800000,2.12,2.14,2.12,2.14,2,3,2.1333
59,2023-05-05 04:00:00,1683259200000,2.64,2.91,2.64,2.91,3,4,2.7625
60,2023-05-08 04:00:00,1683518400000,2.85,2.85,2.85,2.85,1,1,2.85
61,2023-05-12 04:00:00,1683864000000,2.18,2.18,2.18,2.18,1,1,2.18
62,2023-05-16 04:00:00,1684209600000,2.0,2.0,2.0,2.0,1,1,2.0
63,2023-05-17 04:00:00,1684296000000,2.1,2.2,2.1,2.2,2,22,2.1045
64,2023-05-18 04:00:00,1684382400000,2.46,2.95,2.46,2.95,10,2003,2.675
65,2023-05-19 04:00:00,1684468800000,3.08,3.08,3.08,3.08,1,10,3.08
66,2023-05-22 04:00:00,1684728000000,2.95,2.95,2.95,2.95,1,1,2.95
67,2023-05-23 04:00:00,1684814400000,2.69,2.71,2.31,2.31,8,1004,2.4111
68,2023-05-24 04:00:00,1684900800000,2.03,2.03,1.92,1.98,55,229,1.9682
69,2023-05-25 04:00:00,1684987200000,2.17,2.17,2.17,2.17,1,1,2.17
70,2023-05-26 04:00:00,1685073600000,2.75,2.92,2.75,2.92,16,1176,2.8446
71,2023-05-30 04:00:00,1685419200000,2.95,2.95,2.95,2.95,1,1,2.95
72,2023-05-31 04:00:00,1685505600000,2.47,2.47,2.47,2.47,1,1,2.47
73,2023-06-02 04:00:00,1685678400000,3.09,3.9,3.09,3.85,12,2012,3.6874
74,2023-06-05 04:00:00,1685937600000,3.93,4.08,3.93,4.08,2,2,4.005
