,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-10-04 04:00:00,1696392000000,5.45,6.13,5.45,6.13,11,20,5.8925
1,2023-10-05 04:00:00,1696478400000,5.91,5.91,5.28,5.28,6,11,5.7391
2,2023-10-06 04:00:00,1696564800000,6.81,7.45,6.81,7.45,2,6,6.9167
3,2023-10-09 04:00:00,1696824000000,8.23,8.23,8.23,8.23,1,1,8.23
4,2023-10-10 04:00:00,1696910400000,9.26,9.83,9.26,9.83,3,12,9.355
5,2023-10-11 04:00:00,1696996800000,9.73,9.73,9.17,9.17,2,5,9.282
6,2023-10-12 04:00:00,1697083200000,10.1,10.1,8.62,8.73,7,20,8.9255
7,2023-10-13 04:00:00,1697169600000,7.71,7.71,7.71,7.71,1,1,7.71
8,2023-10-16 04:00:00,1697428800000,7.93,8.51,7.93,8.5,8,98,8.4421
9,2023-10-17 04:00:00,1697515200000,6.86,6.99,6.56,6.99,3,23,6.8396
10,2023-10-18 04:00:00,1697601600000,7.14,7.14,6.25,6.25,7,178,6.6342
11,2023-10-19 04:00:00,1697688000000,6.72,6.72,5.39,5.39,8,35,5.622
12,2023-10-20 04:00:00,1697774400000,4.83,4.83,3.94,3.97,11,45,4.6307
13,2023-10-23 04:00:00,1698033600000,3.75,3.98,3.64,3.98,3,23,3.9552
14,2023-10-24 04:00:00,1698120000000,4.16,4.32,3.7,4.32,4,19,4.0979
15,2023-10-25 04:00:00,1698206400000,3.11,3.11,2.55,2.55,3,33,3.0561
16,2023-10-26 04:00:00,1698292800000,1.99,1.99,1.69,1.71,9,10,1.857
17,2023-10-27 04:00:00,1698379200000,1.91,1.91,1.83,1.83,29,122,1.8311
18,2023-10-30 04:00:00,1698638400000,1.71,1.92,1.7,1.92,5,10,1.828
19,2023-10-31 04:00:00,1698724800000,1.63,1.71,1.63,1.71,5,9,1.69
