,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-01-09 05:00:00,1673240400000,10.25,10.25,10.25,10.25,1,1,10.25
1,2023-01-18 05:00:00,1674018000000,9.03,9.03,9.03,9.03,1,1,9.03
2,2023-01-19 05:00:00,1674104400000,7.67,7.67,7.61,7.61,3,5,7.622
3,2023-01-23 05:00:00,1674450000000,10.01,10.01,10.01,10.01,1,1,10.01
4,2023-01-26 05:00:00,1674709200000,8.97,8.97,8.97,8.97,1,1,8.97
5,2023-01-27 05:00:00,1674795600000,11.02,11.11,11.02,11.11,2,6,11.065
6,2023-02-01 05:00:00,1675227600000,12.91,12.91,12.77,12.77,2,2,12.84
7,2023-02-02 05:00:00,1675314000000,12.87,15.5,12.87,15.5,6,9,14.1789
8,2023-02-03 05:00:00,1675400400000,13.5,13.5,13.0,13.0,2,4,13.125
9,2023-02-06 05:00:00,1675659600000,12.18,12.7,12.18,12.7,2,2,12.44
10,2023-02-07 05:00:00,1675746000000,14.0,14.0,14.0,14.0,1,1,14.0
11,2023-02-08 05:00:00,1675832400000,12.85,12.85,12.85,12.85,1,1,12.85
12,2023-02-16 05:00:00,1676523600000,12.62,12.66,12.62,12.66,2,2,12.64
13,2023-02-17 05:00:00,1676610000000,10.5,10.5,10.5,10.5,1,1,10.5
14,2023-02-21 05:00:00,1676955600000,8.91,8.91,8.91,8.91,1,10,8.91
15,2023-02-22 05:00:00,1677042000000,8.45,8.45,8.45,8.45,2,10,8.45
16,2023-02-23 05:00:00,1677128400000,8.84,8.84,8.84,8.84,1,1,8.84
17,2023-02-24 05:00:00,1677214800000,7.2,7.61,7.2,7.61,2,2,7.405
18,2023-02-27 05:00:00,1677474000000,8.2,8.2,8.2,8.2,1,1,8.2
19,2023-02-28 05:00:00,1677560400000,7.74,7.93,7.63,7.63,7,12,7.8625
20,2023-03-03 05:00:00,1677819600000,8.91,9.13,8.91,9.13,2,11,8.93
21,2023-03-06 05:00:00,1678078800000,9.48,9.55,9.48,9.55,2,2,9.515
22,2023-03-07 05:00:00,1678165200000,9.0,9.0,8.5,8.5,2,5,8.9
23,2023-03-09 05:00:00,1678338000000,7.52,7.52,6.56,6.56,3,5,7.012
24,2023-03-10 05:00:00,1678424400000,5.39,5.39,4.42,4.42,6,10,5.062
25,2023-03-13 04:00:00,1678680000000,4.46,4.46,4.46,4.46,1,2,4.46
26,2023-03-14 04:00:00,1678766400000,4.95,5.41,4.95,5.2,7,43,5.197
27,2023-03-15 04:00:00,1678852800000,4.63,4.78,4.1,4.78,4,4,4.4025
28,2023-03-16 04:00:00,1678939200000,5.0,6.5,5.0,6.32,4,4,6.045
29,2023-03-17 04:00:00,1679025600000,6.32,6.32,5.45,5.45,3,3,6.02
30,2023-03-20 04:00:00,1679284800000,6.28,6.28,6.28,6.28,1,1,6.28
31,2023-03-21 04:00:00,1679371200000,6.57,7.08,6.57,7.08,2,3,6.91
32,2023-03-22 04:00:00,1679457600000,7.48,7.48,6.29,6.29,2,3,6.6867
33,2023-03-23 04:00:00,1679544000000,6.08,6.08,6.08,6.08,1,1,6.08
34,2023-03-24 04:00:00,1679630400000,5.7,5.7,5.48,5.48,6,195,5.6318
35,2023-03-27 04:00:00,1679889600000,6.53,6.53,6.53,6.53,1,1,6.53
36,2023-03-29 04:00:00,1680062400000,6.55,7.01,6.55,7.01,2,3,6.7033
37,2023-03-30 04:00:00,1680148800000,7.86,7.94,7.86,7.92,5,5,7.908
38,2023-03-31 04:00:00,1680235200000,8.7,9.13,8.7,9.13,3,5,8.872
39,2023-04-03 04:00:00,1680494400000,9.54,9.54,9.16,9.16,3,3,9.4133
40,2023-04-04 04:00:00,1680580800000,8.72,8.77,8.52,8.52,3,3,8.67
41,2023-04-05 04:00:00,1680667200000,8.53,8.53,8.28,8.28,2,3,8.3633
42,2023-04-06 04:00:00,1680753600000,8.05,8.65,8.05,8.65,2,2,8.35
43,2023-04-10 04:00:00,1681099200000,8.05,8.64,8.05,8.64,2,2,8.345
44,2023-04-12 04:00:00,1681272000000,9.12,9.12,8.29,8.29,3,3,8.6367
45,2023-04-13 04:00:00,1681358400000,8.28,9.73,8.2,9.73,7,14,9.2914
46,2023-04-14 04:00:00,1681444800000,10.01,10.08,10.01,10.08,2,3,10.0333
47,2023-04-17 04:00:00,1681704000000,8.94,8.94,8.55,8.9,3,3,8.7967
48,2023-04-18 04:00:00,1681790400000,9.6,9.6,9.02,9.16,3,12,9.08
49,2023-04-19 04:00:00,1681876800000,8.5,9.0,8.5,8.92,5,7,8.8857
50,2023-04-20 04:00:00,1681963200000,8.23,8.26,7.79,7.79,4,32,7.8906
51,2023-04-25 04:00:00,1682395200000,6.65,6.65,6.65,6.65,1,10,6.65
52,2023-04-26 04:00:00,1682481600000,6.46,6.48,5.94,5.94,5,16,6.3425
53,2023-04-27 04:00:00,1682568000000,6.98,7.91,6.96,7.91,5,5,7.378
54,2023-04-28 04:00:00,1682654400000,7.9,8.71,7.9,8.71,4,5,8.314
55,2023-05-01 04:00:00,1682913600000,8.86,8.86,8.45,8.45,13,41,8.84
56,2023-05-02 04:00:00,1683000000000,8.03,8.03,6.6,7.12,5,6,7.2983
57,2023-05-04 04:00:00,1683172800000,5.66,5.73,5.66,5.73,4,8,5.6988
58,2023-05-05 04:00:00,1683259200000,7.35,7.6,7.35,7.41,6,6,7.4633
59,2023-05-09 04:00:00,1683604800000,6.91,6.91,6.76,6.76,3,6,6.8467
60,2023-05-11 04:00:00,1683777600000,6.5,6.5,6.5,6.5,1,1,6.5
61,2023-05-12 04:00:00,1683864000000,5.86,5.9,5.86,5.9,2,2,5.88
62,2023-05-15 04:00:00,1684123200000,6.09,6.15,6.09,6.15,20,317,6.1333
63,2023-05-16 04:00:00,1684209600000,6.04,6.04,5.68,5.68,14,191,6.0263
64,2023-05-17 04:00:00,1684296000000,5.74,6.79,5.74,6.79,4,4,6.2875
65,2023-05-18 04:00:00,1684382400000,7.0,7.85,6.93,7.85,127,229,7.0366
66,2023-05-19 04:00:00,1684468800000,8.36,8.36,7.72,7.9,7,24,8.2742
67,2023-05-22 04:00:00,1684728000000,8.0,8.0,7.97,7.98,3,59,7.9831
68,2023-05-23 04:00:00,1684814400000,7.47,7.47,6.42,6.42,9,111,6.456
