,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-01-11 05:00:00,1673413200000,8.99,8.99,8.99,8.99,1,3,8.99
1,2023-01-12 05:00:00,1673499600000,9.35,9.35,9.35,9.35,1,1,9.35
2,2023-01-13 05:00:00,1673586000000,10.52,10.75,10.52,10.65,3,3,10.64
3,2023-01-18 05:00:00,1674018000000,9.65,9.65,9.65,9.65,1,1,9.65
4,2023-01-19 05:00:00,1674104400000,10.42,10.44,10.38,10.44,14,18,10.4244
5,2023-01-20 05:00:00,1674190800000,10.64,10.64,10.64,10.64,1,3,10.64
6,2023-01-23 05:00:00,1674450000000,10.05,10.53,10.05,10.53,3,3,10.37
7,2023-01-24 05:00:00,1674536400000,10.48,10.77,10.48,10.7,5,43,10.6579
8,2023-01-25 05:00:00,1674622800000,10.62,11.02,10.62,11.02,2,3,10.8867
9,2023-01-30 05:00:00,1675054800000,9.65,9.65,9.65,9.65,1,2,9.65
10,2023-02-02 05:00:00,1675314000000,8.9,8.9,8.9,8.9,1,1,8.9
11,2023-02-03 05:00:00,1675400400000,7.05,7.05,7.05,7.05,1,1,7.05
12,2023-02-06 05:00:00,1675659600000,7.19,7.19,7.14,7.14,2,2,7.165
13,2023-02-16 05:00:00,1676523600000,5.9,5.9,5.9,5.9,1,1,5.9
14,2023-02-21 05:00:00,1676955600000,6.0,6.0,6.0,6.0,1,6,6.0
15,2023-03-01 05:00:00,1677646800000,5.5,5.74,5.4,5.4,4,8,5.54
16,2023-03-02 05:00:00,1677733200000,5.55,5.55,5.55,5.55,1,1,5.55
17,2023-03-03 05:00:00,1677819600000,5.5,5.9,5.5,5.87,4,23,5.5726
18,2023-03-07 05:00:00,1678165200000,4.87,4.87,4.87,4.87,1,1,4.87
19,2023-03-10 05:00:00,1678424400000,5.85,6.27,5.85,6.27,5,6,6.1867
20,2023-03-13 04:00:00,1678680000000,8.09,8.61,8.09,8.61,12,13,8.3708
21,2023-03-14 04:00:00,1678766400000,8.08,8.08,8.08,8.08,1,1,8.08
22,2023-03-15 04:00:00,1678852800000,9.53,9.7,9.05,9.2,6,7,9.4229
23,2023-03-16 04:00:00,1678939200000,9.65,9.65,9.46,9.5,5,5,9.506
24,2023-03-17 04:00:00,1679025600000,10.16,13.0,10.14,12.65,23,25,11.3812
25,2023-03-20 04:00:00,1679284800000,12.17,12.3,11.6,12.3,4,11,11.9882
26,2023-03-21 04:00:00,1679371200000,11.12,11.12,9.87,9.87,7,10,10.307
27,2023-03-22 04:00:00,1679457600000,11.46,11.46,11.46,11.46,1,1,11.46
28,2023-03-23 04:00:00,1679544000000,11.35,12.98,11.35,12.57,15,18,12.175
29,2023-03-24 04:00:00,1679630400000,12.64,12.64,12.2,12.2,3,3,12.4933
30,2023-03-27 04:00:00,1679889600000,9.97,10.5,9.97,10.46,5,6,10.31
31,2023-03-28 04:00:00,1679976000000,11.15,11.15,11.15,11.15,1,2,11.15
32,2023-03-29 04:00:00,1680062400000,10.45,10.5,10.45,10.5,2,2,10.475
