Date,Open,High,Low,Close,Adj Close,Volume
2022-12-05,290.380005,291.679993,286.149994,287.640015,285.703430,41482100
2022-12-06,287.480011,287.619995,280.260010,281.679993,279.783539,53937600
2022-12-07,280.470001,282.570007,278.779999,280.529999,278.641296,45614300
2022-12-08,281.910004,284.839996,279.790009,283.850006,281.938965,42594900
2022-12-09,282.809998,285.640015,281.589996,282.040009,280.141144,47860500
2022-12-12,282.220001,285.640015,281.160004,285.579987,283.657227,35732500
2022-12-13,296.649994,296.880005,285.910004,288.649994,286.706604,80667700
2022-12-14,288.049988,291.410004,283.190002,286.510010,284.581055,64984400
2022-12-15,282.329987,283.010010,275.670013,276.890015,275.025787,60554100
2022-12-16,276.200012,277.769989,272.609985,274.250000,272.403564,68300400
2022-12-19,273.869995,273.959991,268.489990,269.750000,268.575287,44167900
2022-12-20,268.559998,271.320007,266.950012,269.540009,268.366241,51064200
2022-12-21,270.600006,274.779999,269.739990,273.450012,272.259216,46394700
2022-12-22,270.380005,270.510010,262.459991,266.760010,265.598358,60278400
2022-12-23,265.470001,268.040009,263.529999,267.359985,266.195679,39373600
2022-12-27,266.739990,266.850006,263.029999,263.579987,262.432159,38009000
2022-12-28,263.170013,265.470001,259.730011,260.100006,258.967346,47139000
2022-12-29,262.959991,267.399994,262.250000,266.440002,265.279755,45893600
2022-12-30,263.619995,266.410004,262.290009,266.279999,265.120453,37858300
2023-01-03,268.649994,270.149994,262.130005,264.480011,263.328308,42335300
2023-01-04,266.640015,267.450012,262.529999,265.739990,264.582764,47754900
2023-01-05,264.040009,264.209991,261.260010,261.579987,260.440887,45396700
2023-01-06,263.350006,269.940002,260.339996,268.799988,267.629425,54659700
2023-01-09,270.829987,275.290009,269.920013,270.540009,269.361908,45568700
2023-01-10,269.489990,272.940002,268.970001,272.829987,271.641876,35247800
2023-01-11,273.920013,277.660004,273.119995,277.549988,276.341370,44077000
2023-01-12,278.119995,280.100006,273.739990,279.049988,277.834808,60600000
2023-01-13,276.500000,281.220001,276.160004,280.970001,279.746460,44802900
2023-01-17,280.769989,282.850006,279.579987,281.540009,280.313995,36269700
2023-01-18,283.109985,284.690002,277.670013,277.880005,276.669922,47754500
2023-01-19,276.220001,277.380005,273.890015,275.149994,273.951782,44150400
2023-01-20,276.790009,283.019989,275.709991,282.679993,281.449005,60613600
2023-01-23,283.540009,290.209991,282.730011,288.959991,287.701630,52799900
2023-01-24,287.309998,289.549988,286.779999,288.369995,287.114227,44875100
2023-01-25,283.769989,288.359985,281.179993,287.730011,286.477020,50872000
2023-01-26,291.220001,293.519989,288.519989,293.339996,292.062592,51596300
2023-01-27,292.000000,298.260010,291.880005,296.260010,294.969910,56441900
