,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-01-04 05:00:00,1672808400000,13.15,14.35,13.15,14.35,5,6,13.68
1,2023-01-06 05:00:00,1672981200000,11.26,14.8,11.26,14.3,8,10,14.156
2,2023-01-09 05:00:00,1673240400000,15.27,15.27,15.27,15.27,1,1,15.27
3,2023-01-11 05:00:00,1673413200000,15.48,16.15,15.48,15.96,44,88,15.8857
4,2023-01-12 05:00:00,1673499600000,16.74,16.74,16.74,16.74,1,2,16.74
5,2023-01-13 05:00:00,1673586000000,15.5,15.5,15.5,15.5,1,1,15.5
6,2023-01-17 05:00:00,1673931600000,16.43,16.43,16.43,16.43,1,2,16.43
7,2023-01-18 05:00:00,1674018000000,16.0,16.0,13.0,13.5,4,30,13.6533
8,2023-01-20 05:00:00,1674190800000,12.25,12.7,12.25,12.7,7,22,12.5032
9,2023-01-23 05:00:00,1674450000000,15.12,16.2,15.12,15.2,12,29,15.8462
10,2023-01-25 05:00:00,1674622800000,13.5,13.5,13.3,13.3,2,3,13.4333
11,2023-01-26 05:00:00,1674709200000,14.27,14.27,14.27,14.27,1,1,14.27
12,2023-01-27 05:00:00,1674795600000,16.0,16.0,15.65,16.0,4,7,15.95
13,2023-01-31 05:00:00,1675141200000,14.5,15.42,14.5,15.42,5,23,15.2861
14,2023-02-01 05:00:00,1675227600000,16.27,18.97,16.0,18.97,8,25,17.1544
15,2023-02-02 05:00:00,1675314000000,19.8,23.02,19.8,22.84,25,65,20.8812
16,2023-02-03 05:00:00,1675400400000,20.45,21.92,19.8,19.8,4,37,21.6068
17,2023-02-06 05:00:00,1675659600000,18.35,19.0,18.35,19.0,3,7,18.4729
18,2023-02-07 05:00:00,1675746000000,18.0,18.0,18.0,18.0,1,1,18.0
19,2023-02-08 05:00:00,1675832400000,20.0,20.0,19.5,19.5,2,11,19.5455
20,2023-02-09 05:00:00,1675918800000,20.76,20.76,20.76,20.76,1,5,20.76
21,2023-02-10 05:00:00,1676005200000,17.89,17.89,17.4,17.4,2,3,17.5633
22,2023-02-13 05:00:00,1676264400000,20.36,20.52,20.36,20.52,3,3,20.4133
23,2023-02-14 05:00:00,1676350800000,19.07,20.41,19.07,19.11,4,78,19.1403
24,2023-02-15 05:00:00,1676437200000,19.02,20.3,19.0,20.3,9,13,19.19
25,2023-02-16 05:00:00,1676523600000,18.3,19.46,18.25,18.25,6,6,18.8667
26,2023-02-17 05:00:00,1676610000000,17.0,17.4,16.0,16.0,3,3,16.8
27,2023-02-21 05:00:00,1676955600000,14.82,14.82,14.82,14.82,1,1,14.82
28,2023-02-22 05:00:00,1677042000000,14.61,14.61,13.77,14.0,3,3,14.1267
29,2023-02-23 05:00:00,1677128400000,15.0,15.0,15.0,15.0,1,1,15.0
30,2023-02-24 05:00:00,1677214800000,11.91,13.11,11.91,13.11,2,3,12.71
31,2023-02-27 05:00:00,1677474000000,13.3,14.15,13.3,14.15,3,12,14.0458
32,2023-02-28 05:00:00,1677560400000,12.25,12.25,12.25,12.25,1,1,12.25
33,2023-03-01 05:00:00,1677646800000,11.38,11.38,11.38,11.38,1,1,11.38
34,2023-03-02 05:00:00,1677733200000,10.62,11.95,10.62,11.95,7,13,11.0292
35,2023-03-03 05:00:00,1677819600000,14.01,14.51,14.01,14.51,4,8,14.4125
36,2023-03-06 05:00:00,1678078800000,14.93,14.93,14.93,14.93,1,1,14.93
