,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-01-04 05:00:00,1672808400000,11.18,11.18,11.18,11.18,1,1,11.18
1,2023-01-12 05:00:00,1673499600000,12.24,12.24,12.24,12.24,1,1,12.24
2,2023-01-17 05:00:00,1673931600000,12.9,12.9,12.9,12.9,1,2,12.9
3,2023-02-16 05:00:00,1676523600000,8.17,8.17,7.95,7.95,3,3,8.0967
4,2023-02-27 05:00:00,1677474000000,6.95,6.95,6.95,6.95,2,2,6.95
5,2023-02-28 05:00:00,1677560400000,7.2,7.2,7.2,7.2,1,3,7.2
6,2023-03-13 04:00:00,1678680000000,11.15,11.15,11.15,11.15,1,2,11.15
7,2023-03-15 04:00:00,1678852800000,11.47,11.49,11.47,11.49,3,10,11.486
8,2023-03-16 04:00:00,1678939200000,12.05,12.05,11.55,11.55,3,12,11.6333
9,2023-03-17 04:00:00,1679025600000,13.75,14.3,13.75,14.3,3,3,14.1
10,2023-03-20 04:00:00,1679284800000,15.65,15.65,15.0,15.0,3,3,15.25
11,2023-03-22 04:00:00,1679457600000,13.18,13.18,13.18,13.18,1,1,13.18
12,2023-03-29 04:00:00,1680062400000,13.5,13.5,13.5,13.5,1,1,13.5
13,2023-03-31 04:00:00,1680235200000,13.83,13.83,13.83,13.83,1,1,13.83
14,2023-04-04 04:00:00,1680580800000,17.25,17.32,17.25,17.32,2,4,17.2675
15,2023-04-14 04:00:00,1681444800000,15.2,15.2,15.2,15.2,1,1,15.2
16,2023-04-21 04:00:00,1682049600000,13.63,13.63,13.61,13.61,2,2,13.62
17,2023-05-04 04:00:00,1683172800000,18.15,18.15,18.15,18.15,1,2,18.15
18,2023-05-08 04:00:00,1683518400000,16.2,16.45,16.2,16.45,2,4,16.325
19,2023-05-19 04:00:00,1684468800000,11.25,12.07,11.25,12.06,5,11,11.9364
20,2023-05-25 04:00:00,1684987200000,9.95,9.95,9.95,9.95,1,1,9.95
21,2023-05-26 04:00:00,1685073600000,9.9,9.9,9.9,9.9,1,1,9.9
22,2023-06-01 04:00:00,1685592000000,11.35,11.35,11.35,11.35,1,2,11.35
23,2023-06-02 04:00:00,1685678400000,10.26,10.26,10.26,10.26,1,1,10.26
24,2023-06-12 04:00:00,1686542400000,9.6,9.6,9.6,9.6,1,1,9.6
25,2023-06-13 04:00:00,1686628800000,8.8,8.8,8.8,8.8,1,1,8.8
26,2023-06-15 04:00:00,1686801600000,9.4,9.4,9.4,9.4,2,2,9.4
27,2023-06-22 04:00:00,1687406400000,7.05,7.05,7.05,7.05,2,2,7.05
28,2023-06-27 04:00:00,1687838400000,6.7,6.7,6.7,6.7,1,2,6.7
29,2023-07-05 04:00:00,1688529600000,6.2,6.2,6.2,6.2,1,2,6.2
30,2023-07-06 04:00:00,1688616000000,5.67,5.67,5.55,5.57,4,10,5.618
31,2023-07-07 04:00:00,1688702400000,6.5,6.55,6.5,6.55,2,2,6.525
32,2023-07-10 04:00:00,1688961600000,6.4,6.4,6.4,6.4,4,63,6.4
33,2023-07-11 04:00:00,1689048000000,6.7,6.7,6.7,6.7,1,1,6.7
34,2023-07-12 04:00:00,1689134400000,7.9,8.0,7.8,7.95,5,7,7.8843
35,2023-07-13 04:00:00,1689220800000,8.1,8.2,7.9,8.1,10,22,8.1545
36,2023-07-14 04:00:00,1689307200000,7.85,8.05,7.65,8.05,4,4,7.9
37,2023-07-17 04:00:00,1689566400000,7.3,7.6,7.3,7.6,2,2,7.45
38,2023-07-19 04:00:00,1689739200000,8.68,8.68,8.68,8.68,1,2,8.68
39,2023-07-20 04:00:00,1689825600000,8.4,8.4,8.4,8.4,1,1,8.4
40,2023-07-26 04:00:00,1690344000000,8.5,8.5,8.45,8.45,2,3,8.4667
41,2023-07-27 04:00:00,1690430400000,6.85,6.9,6.8,6.8,8,22,6.8273
42,2023-07-28 04:00:00,1690516800000,7.5,7.5,7.5,7.5,1,1,7.5
43,2023-07-31 04:00:00,1690776000000,8.05,8.05,8.05,8.05,1,1,8.05
44,2023-08-01 04:00:00,1690862400000,6.7,6.7,6.45,6.45,2,2,6.575
45,2023-08-02 04:00:00,1690948800000,6.1,6.1,6.1,6.1,1,1,6.1
46,2023-08-07 04:00:00,1691380800000,5.95,5.95,5.95,5.95,2,54,5.95
47,2023-08-09 04:00:00,1691553600000,5.0,5.0,5.0,5.0,1,1,5.0
48,2023-08-15 04:00:00,1692072000000,4.1,4.1,4.1,4.1,1,1,4.1
49,2023-08-16 04:00:00,1692158400000,4.1,4.1,3.67,3.67,2,2,3.885
50,2023-08-18 04:00:00,1692331200000,3.75,3.75,3.63,3.63,4,4,3.69
51,2023-08-21 04:00:00,1692590400000,3.52,3.68,3.52,3.68,3,3,3.5733
52,2023-08-23 04:00:00,1692763200000,4.35,4.59,4.35,4.59,5,7,4.5086
53,2023-08-28 04:00:00,1693195200000,4.25,4.25,4.25,4.25,1,2,4.25
54,2023-08-30 04:00:00,1693368000000,5.41,5.41,5.2,5.2,5,26,5.2081
55,2023-09-05 04:00:00,1693886400000,4.02,4.02,4.02,4.02,1,7,4.02
56,2023-09-07 04:00:00,1694059200000,3.69,3.69,3.69,3.69,1,1,3.69
57,2023-09-11 04:00:00,1694404800000,3.8,3.8,3.8,3.8,1,2,3.8
58,2023-09-12 04:00:00,1694491200000,3.1,3.1,3.1,3.1,1,1,3.1
59,2023-09-14 04:00:00,1694664000000,2.63,2.63,2.63,2.63,1,1,2.63
60,2023-09-15 04:00:00,1694750400000,3.5,3.5,3.5,3.5,2,11,3.5
61,2023-09-18 04:00:00,1695009600000,3.7,3.7,3.7,3.7,1,1,3.7
62,2023-09-21 04:00:00,1695268800000,2.92,3.06,2.92,3.06,2,3,2.9667
63,2023-09-25 04:00:00,1695614400000,3.01,3.01,2.74,2.78,11,106,2.7536
64,2023-09-26 04:00:00,1695700800000,2.38,2.43,2.34,2.34,5,101,2.3417
65,2023-09-27 04:00:00,1695787200000,1.86,1.92,1.86,1.92,2,3,1.9
66,2023-09-28 04:00:00,1695873600000,1.53,1.53,1.4,1.4,4,77,1.4129
67,2023-09-29 04:00:00,1695960000000,1.53,1.53,1.06,1.06,9,69,1.2716
68,2023-10-02 04:00:00,1696219200000,0.9,0.93,0.9,0.91,13,78,0.9177
69,2023-10-03 04:00:00,1696305600000,0.83,0.87,0.81,0.87,4,10,0.826
70,2023-10-04 04:00:00,1696392000000,0.9,0.9,0.79,0.79,3,16,0.8588
71,2023-10-05 04:00:00,1696478400000,0.81,0.81,0.8,0.8,2,11,0.8091
72,2023-10-06 04:00:00,1696564800000,0.96,0.97,0.91,0.91,5,7,0.9329
73,2023-10-09 04:00:00,1696824000000,1.24,1.59,1.21,1.59,8,53,1.2428
74,2023-10-10 04:00:00,1696910400000,1.35,1.35,1.35,1.35,1,2,1.35
75,2023-10-12 04:00:00,1697083200000,1.58,1.58,1.42,1.42,2,3,1.5267
76,2023-10-13 04:00:00,1697169600000,2.6,4.14,2.6,4.14,6,9,3.5822
77,2023-10-16 04:00:00,1697428800000,3.27,3.27,3.27,3.27,2,2,3.27
78,2023-10-17 04:00:00,1697515200000,3.25,3.65,3.25,3.45,9,260,3.5548
79,2023-10-18 04:00:00,1697601600000,4.89,4.9,4.49,4.59,6,8,4.76
80,2023-10-19 04:00:00,1697688000000,4.47,6.1,4.47,6.1,9,25,5.8564
81,2023-10-20 04:00:00,1697774400000,6.4,7.05,5.95,5.95,3,7,6.6143
82,2023-10-23 04:00:00,1698033600000,5.51,5.7,5.45,5.5,9,21,5.6443
83,2023-10-24 04:00:00,1698120000000,4.38,5.35,4.38,5.0,11,13,5.1231
84,2023-10-25 04:00:00,1698206400000,5.65,5.95,4.94,5.8,8,10,5.544
85,2023-10-26 04:00:00,1698292800000,5.4,5.95,5.15,5.6,37,56,5.7654
86,2023-10-27 04:00:00,1698379200000,5.45,7.25,5.37,7.21,45,103,6.6463
87,2023-10-30 04:00:00,1698638400000,6.47,6.56,6.39,6.39,16,38,6.4758
88,2023-10-31 04:00:00,1698724800000,6.8,6.8,5.57,5.57,3,3,5.99
